"Time","Contracts","Funding Interval","Funding Rate"
"2024-11-17 17:00:00","SUIUSDC Perpetual","8h","0.017610%"
"2024-11-17 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-17 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-16 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-16 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-16 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-15 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-15 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-15 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-14 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-14 09:00:00","SUIUSDC Perpetual","8h","0.017080%"
"2024-11-14 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-13 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-13 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-13 01:00:00","SUIUSDC Perpetual","8h","0.026031%"
"2024-11-12 17:00:00","SUIUSDC Perpetual","8h","0.038924%"
"2024-11-12 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-12 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-11 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-11 09:00:00","SUIUSDC Perpetual","8h","0.011760%"
"2024-11-11 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-10 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-10 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-10 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-09 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-09 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-09 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-08 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-08 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-08 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-07 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-07 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-07 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-06 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-06 09:00:00","SUIUSDC Perpetual","8h","-0.004739%"
"2024-11-06 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-05 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-05 09:00:00","SUIUSDC Perpetual","8h","-0.023395%"
"2024-11-05 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-04 17:00:00","SUIUSDC Perpetual","8h","-0.005845%"
"2024-11-04 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-04 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-03 17:00:00","SUIUSDC Perpetual","8h","-0.013624%"
"2024-11-03 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-03 01:00:00","SUIUSDC Perpetual","8h","-0.002682%"
"2024-11-02 17:00:00","SUIUSDC Perpetual","8h","-0.019566%"
"2024-11-02 09:00:00","SUIUSDC Perpetual","8h","0.005722%"
"2024-11-02 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-01 17:00:00","SUIUSDC Perpetual","8h","-0.033257%"
"2024-11-01 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-11-01 01:00:00","SUIUSDC Perpetual","8h","0.003196%"
"2024-10-31 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-31 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-31 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-30 17:00:00","SUIUSDC Perpetual","8h","-0.013532%"
"2024-10-30 09:00:00","SUIUSDC Perpetual","8h","-0.012484%"
"2024-10-30 01:00:00","SUIUSDC Perpetual","8h","0.004166%"
"2024-10-29 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-29 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-29 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-28 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-28 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-28 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-27 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-27 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-27 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-26 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-26 09:00:00","SUIUSDC Perpetual","8h","0.017223%"
"2024-10-26 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-25 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-25 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-25 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-24 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-24 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-24 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-23 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-23 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-23 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-22 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-22 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-22 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-21 17:00:00","SUIUSDC Perpetual","8h","0.000040%"
"2024-10-21 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-21 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-20 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-20 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-20 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-19 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-19 09:00:00","SUIUSDC Perpetual","8h","-0.003818%"
"2024-10-19 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-18 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-18 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-18 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-17 17:00:00","SUIUSDC Perpetual","8h","-0.006596%"
"2024-10-17 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-17 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-16 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-16 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-16 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-15 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-15 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-15 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-14 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-14 09:00:00","SUIUSDC Perpetual","8h","0.009708%"
"2024-10-14 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-13 17:00:00","SUIUSDC Perpetual","8h","0.007305%"
"2024-10-13 09:00:00","SUIUSDC Perpetual","8h","-0.008521%"
"2024-10-13 01:00:00","SUIUSDC Perpetual","8h","-0.001267%"
"2024-10-12 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-12 09:00:00","SUIUSDC Perpetual","8h","-0.007386%"
"2024-10-12 01:00:00","SUIUSDC Perpetual","8h","-0.021900%"
"2024-10-11 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-11 09:00:00","SUIUSDC Perpetual","8h","0.002255%"
"2024-10-11 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-10 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-10 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-10 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-09 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-09 09:00:00","SUIUSDC Perpetual","8h","0.007831%"
"2024-10-09 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-08 17:00:00","SUIUSDC Perpetual","8h","-0.055400%"
"2024-10-08 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-08 01:00:00","SUIUSDC Perpetual","8h","-0.006510%"
"2024-10-07 17:00:00","SUIUSDC Perpetual","8h","-0.006287%"
"2024-10-07 09:00:00","SUIUSDC Perpetual","8h","-0.028156%"
"2024-10-07 01:00:00","SUIUSDC Perpetual","8h","-0.003286%"
"2024-10-06 17:00:00","SUIUSDC Perpetual","8h","-0.007224%"
"2024-10-06 09:00:00","SUIUSDC Perpetual","8h","-0.002504%"
"2024-10-06 01:00:00","SUIUSDC Perpetual","8h","-0.009764%"
"2024-10-05 17:00:00","SUIUSDC Perpetual","8h","-0.026181%"
"2024-10-05 09:00:00","SUIUSDC Perpetual","8h","-0.041455%"
"2024-10-05 01:00:00","SUIUSDC Perpetual","8h","-0.040239%"
"2024-10-04 17:00:00","SUIUSDC Perpetual","8h","-0.044762%"
"2024-10-04 09:00:00","SUIUSDC Perpetual","8h","-0.080405%"
"2024-10-04 01:00:00","SUIUSDC Perpetual","8h","-0.022414%"
"2024-10-03 17:00:00","SUIUSDC Perpetual","8h","-0.007267%"
"2024-10-03 09:00:00","SUIUSDC Perpetual","8h","-0.023495%"
"2024-10-03 01:00:00","SUIUSDC Perpetual","8h","-0.007008%"
"2024-10-02 17:00:00","SUIUSDC Perpetual","8h","-0.005689%"
"2024-10-02 09:00:00","SUIUSDC Perpetual","8h","-0.011130%"
"2024-10-02 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-10-01 17:00:00","SUIUSDC Perpetual","8h","0.006962%"
"2024-10-01 09:00:00","SUIUSDC Perpetual","8h","-0.007829%"
"2024-10-01 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-30 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-30 09:00:00","SUIUSDC Perpetual","8h","0.007137%"
"2024-09-30 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-29 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-29 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-29 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-28 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-28 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-28 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-27 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-27 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-27 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-26 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-26 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-26 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-25 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-25 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-25 01:00:00","SUIUSDC Perpetual","8h","0.005312%"
"2024-09-24 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-24 09:00:00","SUIUSDC Perpetual","8h","0.000576%"
"2024-09-24 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-23 17:00:00","SUIUSDC Perpetual","8h","0.000438%"
"2024-09-23 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-23 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-22 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-22 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-22 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-21 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-21 09:00:00","SUIUSDC Perpetual","8h","0.002779%"
"2024-09-21 01:00:00","SUIUSDC Perpetual","8h","-0.000167%"
"2024-09-20 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-20 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-20 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-19 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-19 09:00:00","SUIUSDC Perpetual","8h","0.004122%"
"2024-09-19 01:00:00","SUIUSDC Perpetual","8h","-0.012235%"
"2024-09-18 17:00:00","SUIUSDC Perpetual","8h","0.007232%"
"2024-09-18 09:00:00","SUIUSDC Perpetual","8h","-0.003385%"
"2024-09-18 01:00:00","SUIUSDC Perpetual","8h","-0.005181%"
"2024-09-17 17:00:00","SUIUSDC Perpetual","8h","0.009270%"
"2024-09-17 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-17 01:00:00","SUIUSDC Perpetual","8h","-0.021857%"
"2024-09-16 17:00:00","SUIUSDC Perpetual","8h","-0.020789%"
"2024-09-16 09:00:00","SUIUSDC Perpetual","8h","-0.010580%"
"2024-09-16 01:00:00","SUIUSDC Perpetual","8h","0.003224%"
"2024-09-15 17:00:00","SUIUSDC Perpetual","8h","-0.017801%"
"2024-09-15 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-15 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-14 17:00:00","SUIUSDC Perpetual","8h","0.001874%"
"2024-09-14 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-14 01:00:00","SUIUSDC Perpetual","8h","-0.000557%"
"2024-09-13 17:00:00","SUIUSDC Perpetual","8h","0.004572%"
"2024-09-13 09:00:00","SUIUSDC Perpetual","8h","-0.004370%"
"2024-09-13 01:00:00","SUIUSDC Perpetual","8h","-0.018676%"
"2024-09-12 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-12 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-12 01:00:00","SUIUSDC Perpetual","8h","-0.007143%"
"2024-09-11 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-11 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-11 01:00:00","SUIUSDC Perpetual","8h","-0.006498%"
"2024-09-10 17:00:00","SUIUSDC Perpetual","8h","0.004879%"
"2024-09-10 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-10 01:00:00","SUIUSDC Perpetual","8h","-0.004833%"
"2024-09-09 17:00:00","SUIUSDC Perpetual","8h","0.000023%"
"2024-09-09 09:00:00","SUIUSDC Perpetual","8h","-0.010609%"
"2024-09-09 01:00:00","SUIUSDC Perpetual","8h","-0.009717%"
"2024-09-08 17:00:00","SUIUSDC Perpetual","8h","-0.031168%"
"2024-09-08 09:00:00","SUIUSDC Perpetual","8h","-0.003093%"
"2024-09-08 01:00:00","SUIUSDC Perpetual","8h","0.007512%"
"2024-09-07 17:00:00","SUIUSDC Perpetual","8h","-0.008076%"
"2024-09-07 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-07 01:00:00","SUIUSDC Perpetual","8h","0.005835%"
"2024-09-06 17:00:00","SUIUSDC Perpetual","8h","0.019710%"
"2024-09-06 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-06 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-05 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-05 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-05 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-04 17:00:00","SUIUSDC Perpetual","8h","-0.028932%"
"2024-09-04 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-04 01:00:00","SUIUSDC Perpetual","8h","-0.080922%"
"2024-09-03 17:00:00","SUIUSDC Perpetual","8h","0.009909%"
"2024-09-03 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-03 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-02 17:00:00","SUIUSDC Perpetual","8h","-0.025219%"
"2024-09-02 09:00:00","SUIUSDC Perpetual","8h","-0.016786%"
"2024-09-02 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-09-01 17:00:00","SUIUSDC Perpetual","8h","-0.006685%"
"2024-09-01 09:00:00","SUIUSDC Perpetual","8h","-0.007598%"
"2024-09-01 01:00:00","SUIUSDC Perpetual","8h","-0.001341%"
"2024-08-31 17:00:00","SUIUSDC Perpetual","8h","-0.053918%"
"2024-08-31 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-31 01:00:00","SUIUSDC Perpetual","8h","-0.012616%"
"2024-08-30 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-30 09:00:00","SUIUSDC Perpetual","8h","0.007156%"
"2024-08-30 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-29 17:00:00","SUIUSDC Perpetual","8h","-0.003729%"
"2024-08-29 09:00:00","SUIUSDC Perpetual","8h","0.004687%"
"2024-08-29 01:00:00","SUIUSDC Perpetual","8h","-0.052955%"
"2024-08-28 17:00:00","SUIUSDC Perpetual","8h","-0.006675%"
"2024-08-28 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-28 01:00:00","SUIUSDC Perpetual","8h","-0.021380%"
"2024-08-27 17:00:00","SUIUSDC Perpetual","8h","-0.024883%"
"2024-08-27 09:00:00","SUIUSDC Perpetual","8h","-0.015859%"
"2024-08-27 01:00:00","SUIUSDC Perpetual","8h","-0.015284%"
"2024-08-26 17:00:00","SUIUSDC Perpetual","8h","0.007087%"
"2024-08-26 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-26 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-25 17:00:00","SUIUSDC Perpetual","8h","0.003800%"
"2024-08-25 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-25 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-24 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-24 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-24 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-23 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-23 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-23 01:00:00","SUIUSDC Perpetual","8h","-0.018414%"
"2024-08-22 17:00:00","SUIUSDC Perpetual","8h","0.008658%"
"2024-08-22 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-22 01:00:00","SUIUSDC Perpetual","8h","-0.002343%"
"2024-08-21 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-21 09:00:00","SUIUSDC Perpetual","8h","0.002600%"
"2024-08-21 01:00:00","SUIUSDC Perpetual","8h","-0.002811%"
"2024-08-20 17:00:00","SUIUSDC Perpetual","8h","0.006585%"
"2024-08-20 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-20 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-19 17:00:00","SUIUSDC Perpetual","8h","0.003330%"
"2024-08-19 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-19 01:00:00","SUIUSDC Perpetual","8h","0.008192%"
"2024-08-18 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-18 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-18 01:00:00","SUIUSDC Perpetual","8h","0.005919%"
"2024-08-17 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-17 09:00:00","SUIUSDC Perpetual","8h","0.001062%"
"2024-08-17 01:00:00","SUIUSDC Perpetual","8h","0.005937%"
"2024-08-16 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-16 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-16 01:00:00","SUIUSDC Perpetual","8h","-0.045471%"
"2024-08-15 17:00:00","SUIUSDC Perpetual","8h","-0.036223%"
"2024-08-15 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-15 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-14 17:00:00","SUIUSDC Perpetual","8h","0.008368%"
"2024-08-14 09:00:00","SUIUSDC Perpetual","8h","0.005793%"
"2024-08-14 01:00:00","SUIUSDC Perpetual","8h","0.004864%"
"2024-08-13 17:00:00","SUIUSDC Perpetual","8h","-0.003542%"
"2024-08-13 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-13 01:00:00","SUIUSDC Perpetual","8h","-0.035899%"
"2024-08-12 17:00:00","SUIUSDC Perpetual","8h","-0.032621%"
"2024-08-12 09:00:00","SUIUSDC Perpetual","8h","-0.015479%"
"2024-08-12 01:00:00","SUIUSDC Perpetual","8h","-0.038398%"
"2024-08-11 17:00:00","SUIUSDC Perpetual","8h","0.005435%"
"2024-08-11 09:00:00","SUIUSDC Perpetual","8h","-0.002360%"
"2024-08-11 01:00:00","SUIUSDC Perpetual","8h","-0.044182%"
"2024-08-10 17:00:00","SUIUSDC Perpetual","8h","0.005787%"
"2024-08-10 09:00:00","SUIUSDC Perpetual","8h","-0.002643%"
"2024-08-10 01:00:00","SUIUSDC Perpetual","8h","0.003228%"
"2024-08-09 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-09 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-09 01:00:00","SUIUSDC Perpetual","8h","0.000306%"
"2024-08-08 17:00:00","SUIUSDC Perpetual","8h","-0.047789%"
"2024-08-08 09:00:00","SUIUSDC Perpetual","8h","-0.056329%"
"2024-08-08 01:00:00","SUIUSDC Perpetual","8h","-0.036755%"
"2024-08-07 17:00:00","SUIUSDC Perpetual","8h","-0.017437%"
"2024-08-07 09:00:00","SUIUSDC Perpetual","8h","-0.028740%"
"2024-08-07 01:00:00","SUIUSDC Perpetual","8h","-0.014181%"
"2024-08-06 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-06 09:00:00","SUIUSDC Perpetual","8h","-0.002044%"
"2024-08-06 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-05 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-05 09:00:00","SUIUSDC Perpetual","8h","-0.050284%"
"2024-08-05 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-04 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-04 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-04 01:00:00","SUIUSDC Perpetual","8h","0.007901%"
"2024-08-03 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-03 09:00:00","SUIUSDC Perpetual","8h","-0.017087%"
"2024-08-03 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-02 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-02 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-02 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-01 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-08-01 09:00:00","SUIUSDC Perpetual","8h","-0.017358%"
"2024-08-01 01:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-07-31 17:00:00","SUIUSDC Perpetual","8h","0.010000%"
"2024-07-31 09:00:00","SUIUSDC Perpetual","8h","0.010000%"
